index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
77,"Disposable Bamboo Wood Skewer/Picker Sticks- For Barbeque, 12 Inch","Kitchen, Garden & Pets",Kitchen Accessories,Bamboooz,135.0,299.0,Kitchen Tools & Other Accessories,4.3,"These skewers are made from bamboo and are treated and boiled. Bamboooz Bamboo Wood Twister Skewer/Picker Barbeque Disposable Stick is made with high-quality bamboo.  No chemicals are used to smoothen the sticks, nor bleach to make it look white. Whatever colour comes naturally, the same is brought to you. These are made in India.",135.0,135.0,54.84949832775919
86,Jupiter Water/Juice Glass Tumbler,"Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,479.0,629.0,Glassware,4.0,"B Home glasses are crafted and manufactured in Taiwan to bring the best of the quality, clarity in glass and shine for elegance. These glasses are very superior in quality with high wall thickness and with a heavy bottom to flaunt your style and elegance to your guest at the first impression. These glasses are manufactured with high precision to ensure no wobbling on the rim or bottom of the glass. These are 100% food grade and dishwasher safe. These high-quality glasses can be used for serving juice, water or even alcoholic drinks during your parties.BB Home products are always high quality and at a very competitive price compared to other branded products in the market. So when you get the best or better than the brands available in the market at a lower cost, definitely you save money and get the best quality product for your use.",479.0,479.0,23.84737678855326
92,Hard Anodised Ezee-Pour Saucepan With Lid - L88,"Kitchen, Garden & Pets",Cookware & Non Stick,Hawkins Futura,864.5,910.0,Tawa & Sauce Pan,4.6,Futura Hard Anodised Saucepan comes with a spout for pouring and is especially suitable for making tea or other beverages and boiling milk. The larger capacity saucepans have flared rims. All saucepans either come with a lid or are offered with an optional lid. It has one long handle.,864.5,864.5,5.0
95,"Stainless Steel Storage Lunch Container - Flat, Carry Snack Pack","Kitchen, Garden & Pets",Steel Utensils,Ramson,129.0,249.0,Steel Storage Containers,1.5,"These smart and stylish air-tight, spill-proof and moisture-free storage containers help keep your food fresh and tasty for longer. They have locks on 4 sides to prevent spills and moisture. The translucent lids let you easily see what's inside. These stainless steel containers are a big help when packing food for school and office. Durable and reusable, these containers can even be taken along for lunches and picnics. This size makes it ideal to store chapatis or any other Indian snacks.",129.0,129.0,48.19277108433735
106,"2 Fold Umbrella - Auto-Open & Manual Close, Dark Violet","Kitchen, Garden & Pets",Storage & Accessories,Fendo,289.0,749.0,Umbrella,3.6,"This Fendo Umbrella brings - Classic Women Umbrella, one of the most preferred umbrellas online. Made of Superior Polyester Fabric with UV Protection. It will withstand harsh weather conditions. Umbrella Care: Please allow the umbrella to dry before closing",289.0,289.0,61.41522029372497
109,"Sandwich Toaster - Non-Stick, Gas","Kitchen, Garden & Pets",Cookware & Non Stick,Omega,249.0,315.0,Kadai & Fry Pans,3.3,Omega toasters are budget friendly gas toasters that make beautifully crisp sandwiches and toasts to be enjoyed any time. It has a non stick coating inside and a hand crafted handle with maximum grip torque. They can be easily locked to keep the contents secured inside and are very easy and convenient to use.,249.0,249.0,20.95238095238096
118,"Steel Bowl/Vati/Katori - No. 4, Chutney","Kitchen, Garden & Pets",Steel Utensils,BB Home,69.0,159.0,Bowls & Vessels,3.7,BB Home Chutney Bowl can be used to serve all sorts of homemade chutneys and sauces with ease to accompany your homemade spicy Indian meal. It is made from high-quality steel and this set of four steel bowls is a must-have for your home and for small servings.,69.0,69.0,56.60377358490566
119,"Adult Dry Cat Food - +1 Year, Ocean Fish","Kitchen, Garden & Pets",Pet Food & Accessories,Maxi Persian,999.0,999.0,Pet Meals & Treats,4.3,"A nutrient-rich food that has been formulated to deliver a cat’s need for its diet requirement. Enriched with ocean fish and other essential ingredients which helps your feline to maintain the beautiful skin and coat. Taurine, an essential amino acid keeps the heart healthy and promotes the growth and development of the body. We assure all our ingredients goes through a strict selection process by nutritional laboratories to meet the safety and quality standards of the product. Our extensive research guarantees high palatability, better digestibility.",999.0,999.0,0.0
121,"Stainless Steel Kadai - Induction Bottom With Glass Lid,  26 cm","Kitchen, Garden & Pets",Cookware & Non Stick,Vinod,1099.0,1335.0,Kadai & Fry Pans,3.8,"Create those nutritious and flavourful recipes quickly with minimal effort by bringing home this 24 cm Induction Friendly Kadhai from Vinod. It prevents food from getting burnt. It is ergonomically designed using high-quality stainless steel, this kadhai ensures even distribution of heat while preventing food from frothing or getting burnt. Easy to clean and is dishwasher-safe, this kadhai can be easily cleaned and maintained after every use. It is suitable for all cooktops. This kadhai comes with an induction base which makes it perfect to be used on all types of cooktops including gas stoves and induction cooktops.",1099.0,1099.0,17.677902621722847
124,Marvel Spiderman 2-In-1 Snackeez Bottle With Snack Box,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,269.0,299.0,Lunch Boxes,3.0,"Alongside a lovely cartoon character design, the innovative Snackeez snacking solution allows you to have drink water and have your favourite snack all in one hand. The cup stays perfectly sealed to prevent spills and keep snacks fresh.",269.0,269.0,10.033444816053512
126,Premium Square Plastic Container - Green,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,179.0,280.0,Containers Sets,3.9,These containers are microwave safe but without its lid and is refrigerator safe and dishwasher safe. Use it only for reheating the food and not for cooking food in this container. All containers are airtight but not leakproof.,179.0,179.0,36.07142857142857
130,Glass Belleza Bowl - Wine,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,299.0,398.0,Glassware,4.0,"These Iveo Belleza Glass Bowls are made from high quality coloured glass material. These are extra strong, freezer safe, no sharp edges, no wobbling. The capacity of these bowls are 400 ml each. These are ideal for storing & serving fruits, snacks & other food articles.",299.0,299.0,24.87437185929648
136,Glass Mixing Bowl With Lid - Polo,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,159.0,190.0,Glassware,3.7,"This range of Yera mixing and serving bowls were designed as a tribute to the modern gleaming kitchen of today. These durable bowls come in different sizes to fulfil every need. The lids lock the aroma in and help to keep the food fresh for a long period of time. With these mixing bowls, you will be able to directly warm food in a microwave oven without having to go through the hassles of transferring it to another bowl or plate. This helps to warm the food in very little time and negates the need for another crockery for the same.",159.0,159.0,16.315789473684212
140,Glass Water Bottle - Aquaria Organic Purple,"Kitchen, Garden & Pets",Storage & Accessories,Cello,369.0,425.0,Water & Fridge Bottles,4.8,"A cheerful pattern that adorns this brightly hued glass bottle. Bring home the colourful eccentricity of these Italian milk and water bottle for a pleasing sip each time as they are airtight. This serves as an ideal way to store milk, water, juices or just for decorative pieces.",369.0,369.0,13.176470588235295
141,Stainless Steel Pav Bhaji/Idli Oval Shaped Plate,"Kitchen, Garden & Pets",Steel Utensils,Omega,125.0,125.0,Plates & Tumblers,3.6,"We believe every meal should be complemented by dinnerware that makes you smile. Hence, make a fun addition to your kitchen with the plates that blends superior durability, hassle-free maintenance and a sunny look to your dinner table. This high-quality food-grade stainless steel plate comes with 3 apple shape compartments.All compartments can accommodate different types of food like chapatti/curries/salad/ pickle or sweet. It is more useful where one can have a different quantity of small food in 1 plate without using 3 different bowls for it. This season give your kitchen a perfect gift with Compartment Plates. It is very economical in range. It is non-breakable, durable, sturdy, rust free and long lasting.",125.0,125.0,0.0
150,Juice/Water Glass - Long Drink Nord,"Kitchen, Garden & Pets",Crockery & Cutlery,Lyra,639.0,975.0,Glassware,3.3,"The Lyra Nord Long Drink Glass 410 ml - Set of 6 can assist you in serving your guests with class and elegance. Made of glass, this product features a transparent body with an attractive shape to root for. With an ideal dimension and sturdy material, this set of glasses is a durable choice.",639.0,639.0,34.46153846153846
151,Glass Amaze Air Tight Jar - Pink,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,289.0,358.0,Glassware,4.0,"These glass Jars are beautiful looking with its fabulous printed design, made with good quality. These jars are made air tight to keep food articles fresh for longer period, these are also extra strong, freezer safe, food grade, moisture resistant, scratch resistant with no sharp edges & no wobbling. These glass jars are ideal for storing snacks, nuts, spices & other food articles.",289.0,289.0,19.273743016759777
153,Water/Juice Glass  - Jupiter Long Glass,"Kitchen, Garden & Pets",Crockery & Cutlery,Lyra,459.0,705.0,Glassware,3.5,"Lyra Jupiter Long Drink Glass - Set of Six Whether you enjoy champagne, cognac, wine, or fresh vegetable and fruit juices, a proper glass is required to serve the same. The Lyra Jupiter 350-ml Long Drink Glasses are perfectly suited to serve a variety of drinks, be they aerated, non-aerated, alcoholic or non-alcoholic. What is more, you can also serve cold water to your guests in these beautiful Lyra Jupiter long drink glasses.",459.0,459.0,34.8936170212766
158,"Octa Plastic Pet Water Bottle - Light Blue, Narrow Mouth","Kitchen, Garden & Pets",Storage & Accessories,BB Home,25.0,42.0,Water & Fridge Bottles,3.9,"These BB Home pet water bottles are made of high-quality plastic which is 100% food grade and BPA free. Due to the use of virgin PET material, these bottles are having elegant shine and colour. These are the best ones to store water in the fridge or you can drink water directly from them.BB Home products are always high quality and at a very competitive price compared to other branded products in the market. So when you get the best or better than the brands available in the market at a lower cost, definitely you save money and get the best quality product for your use.Special Note: Colour of the bottle physically might slightly differ from the image displayed on the website due to digital photography.",25.0,25.0,40.47619047619048
162,Water/Juice Glass,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,189.0,220.0,Glassware,3.7,"Classic Yera tumblers for typical daily use. Stylish and affordable. Microwave Safe for the mild re-heating purpose only, not for Popping corn & Cooking. Unlike Plastic will not leach Chemicals into your Food even over repeated usages.",189.0,189.0,14.09090909090909
170,Lunch Box/Tiffin Set - Green BB 570 2,"Kitchen, Garden & Pets",Storage & Accessories,Tedemei,509.0,565.0,Lunch Boxes,3.6,"Pack lunch for your loved ones easily with this uptown lunchbox by Tedemei. Made of high-quality stainless steel on the inside, the lunch box is sturdy, durable, and easy to clean. On the outside, it is made of high-quality plastic. The lunch box comes with an airtight flap and lock lid, which helps in keeping the food fresh for a longer time. Also, the lid closes tight enough to store solid as well as liquid food without worries of spillage. With a catchy green colour with a smart design, this lunch box is perfect to carry to the office.",509.0,509.0,9.91150442477876
180,"LED Bulb - 12 Watt, Cool Daylight, B22 Base","Kitchen, Garden & Pets",Appliances & Electricals,AGARO,159.0,260.0,CFL & Led Bulbs,4.0,"High-Quality Bright Light: Glows with 80 CRI for better colour retention, giving the true colour effect more accurate.Economical: Consumes less energy thus saving 85% electricity bill compared to incandescent bulbs. Long Lasting: Lasts 10X longer than incandescent bulbs.No Visible Flickering: The right light enables you to experience flicker-free lighting and does away with physical discomfort to the eyes. Select LED bulbs with a lower Flicker Index and SVM less than 1.3.Glare Reduction Surface: Brightness of lamps can cause excessive sensitivity to the eyes. But the right light provides more comfort to the eyes, physical ease and relaxation when looking directly at them. Eye Safety Compliance: The right light is tested and certified to ensure the light is as safe to the eyes as any other artificial light source. LED products provide the right light for all your needs. Colour Temperature: Gives output colour temperature of 6500K for comfortable vision. Instant Start: Illuminates within a second at the flip of a switch.",159.0,159.0,38.84615384615385
190,Svachh Nakshtra Steel Inner Lid Pressure Cooker (20257),"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,2369.0,2780.0,Pressure Cookers,3.6,Bring home a cooker that helps you keep the kitchen clean and safe. The Nakshatra Plus Svachh Pressure Cooker comes with a unique lid that contains any spillage that might occur during the course of cooking and prevents the messy liquid from dripping down.,2369.0,2369.0,14.784172661870503
191,Chicken Liver Gourmet Loaf With Pumpkin - Super Food,"Kitchen, Garden & Pets",Pet Food & Accessories,Kennel kitchen ,150.0,150.0,Pet Meals & Treats,4.3,Natural food for dogs. Suitable for both adult and puppies. Preservative-free contains superfood pumpkin. Good for hydration. Suitable for all ages and sizes above 3 months of age. Suitable for both adult and puppies.,150.0,150.0,0.0
209,"Stainless Steel Frying Ladle - No. 9, Silvera","Kitchen, Garden & Pets",Kitchen Accessories,Anjali,65.0,82.0,"Strainer, Ladle, Spatula",3.7,The neat and clean design of this elegant frying ladle makes it essential for your home. It is made to be durable and from high-quality stainless steel. This spoon will survive multiple wash cycles and not lose its shine. It is easy to use for frying foods.,65.0,65.0,20.73170731707317
228,"Stainless Steel Pressure Cooker - Steeltuff, Induction Base, Silver","Kitchen, Garden & Pets",Cookware & Non Stick,United,2059.0,2424.0,Pressure Cookers,3.0,"Affordable and versatile, the Stainless Steel cookers from United are one of the most kitchen-friendly utensils out there. They are strong, safe and easy to maintain. Also, being a fantastic thermal conductor, these cookers result in perfectly even and well-cooked dishes. United aluminium pressure cooker, is the most cost-effective product, with similar specs and quality as compared to all the other products in the market. With zero compromises on the quality, it is the most pocket-friendly aluminium pressure cooker. Along with its effective pricing, it also has several plus points such as an anti-bulge base, injection moulding and bakelite handles which increases the life span of the product.",2059.0,2059.0,15.057755775577558
229,"Steel Deep Dabba/Storage Container - No. 12, Plain","Kitchen, Garden & Pets",Steel Utensils,BB Home,249.0,339.0,Steel Storage Containers,3.7,"BB Home Canister/Container Deep Dabba is a long cylindrical-shaped storage container, made of fine quality stainless steel that is durable and ideal for storing grains, snacks and other edibles. They are easy to clean and maintain. They add a great addition to your modular kitchen.",249.0,249.0,26.548672566371685
235,Bite & Sip Flask And Lunch Box/Tiffin Box - Green Colour,"Kitchen, Garden & Pets",Storage & Accessories,Asian,319.0,495.0,Lunch Boxes,3.5,"Asian Bite & Sip Combo Pack includes a lunch box and a flask. Their outside wall made by food-grade plastic and inner material includes steel. The lunch box keeps food warm, made from high quality of stainless steel and the bottle double-walled 18/8 stainless steel Premium Thermos Flask which keeps drinking hot for 12 hours and cold for 24 h. Inset consists of natural high-grade steel with a smooth surface hygienic and easy to clean. It is made from high-quality 304-grade stainless steel. It carries conveniently hot or cold beverages. Have cold water all day long, on-the-go, even in the most peak summers. Carry coffee or tea when travelling.",319.0,319.0,35.55555555555556
238,"Garnet LED White Bulb - 14 Watt, Cool Day, B22","Kitchen, Garden & Pets",Appliances & Electricals,Wipro,199.0,320.0,CFL & Led Bulbs,3.5,This high brightness LED comes an efficacy up to 100lm/W. It has wide coverage with a 240-degree beam angle. It comes with an aluminium heat sink for better heat dissipation. It is LM 80 tested with SMD LED Technology. It can take high voltage fluctuation with up to 380VAC and surge protection up to 2.5KV. These bulbs are suitable for commercial and industrial appliances. It comes with diffuser optics for a glare-free light which is safe for eyes.,199.0,199.0,37.8125
244,Glass Amaze Air Tight Jar - Pink,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,289.0,358.0,Glassware,4.0,"These glass Jars are beautiful looking with its fabulous printed design, made with good quality. These jars are made air tight to keep food articles fresh for longer period, these are also extra strong, freezer safe, food grade, moisture resistant, scratch resistant with no sharp edges & no wobbling. These glass jars are ideal for storing snacks, nuts, spices & other food articles.",289.0,289.0,19.273743016759777
249,4mm Aluminium Induction Base Chapati Roti Tawa - Silver,"Kitchen, Garden & Pets",Cookware & Non Stick,HAZEL,649.0,1289.0,Tawa & Sauce Pan,3.6,"Hazel Aluminium Tawa has an ergonomic design for ease of use. It features an ergonomic handle for easy function. This Induction Base Tawa is highly durable and is made of fine quality material making it long-lasting. It is easy to clean and wash. It is highly durable and has a comfortable handle making it easy to carry. It ensures even heat distribution and fast cooking. It is used to make chapatti, roti, paratha, etc.",649.0,649.0,49.65089216446858
253,Pacific Steel Insulated Vacuum Flask,"Kitchen, Garden & Pets",Flask & Casserole,BB Home,609.0,999.0,Vacuum Flask,3.6,"BB Home Vacuum insulated double wall flasks are optimal for storing hot or cold liquids for long periods. Suitable for storing liquids only. Complete stainless steel body Vacuum insulated flask. Ergonomic design for easy maintenance, handling and reducing discomfort. 100% leaf proof, stain-free, odour free, this is made from food-grade stainless steel. Carbonated or aerated liquids must be avoided, as it may cause damage to the product. These are very high-quality steel vacuum flask with aluminium foil between the walls to maintain temperature for 12 hours for hot and cold liquids. Electropolished interiors for resisting steel corrosion which is not available in many branded flasks in the market. Why spend more money on pricey branded flasks, when you get the same finest quality flask at cheaper rates here.",609.0,609.0,39.03903903903904
258,Salt & Peeper Shaker Masala Dabbi With Window,"Kitchen, Garden & Pets",Kitchen Accessories,Ritu,89.0,125.0,Kitchen Tools & Other Accessories,3.2,"A masala box (or masala dabbi, dabbe, or dabba) is a popular spice storage container widely used in Indian kitchens.",89.0,89.0,28.8
269,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324","Kitchen, Garden & Pets",Storage & Accessories,DP,169.0,309.0,Water & Fridge Bottles,3.9,"Keep yourself hydrated by carrying this smart-looking bottle whenever stepping out from the house. The glass body offers excellent finishing with enough durability and strength. It comes with a holder strap, which allows you to hold with much ease and convenience. This bottle can fit anywhere and is designed to slip into your office bag, purse or sports bag, as this bottle takes up minimal space.",169.0,169.0,45.3074433656958
274,Hareli Kitchen Jar,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,409.0,502.0,Glassware,4.0,"These Pasabahce glass jars are made from high-quality glass raw material. The capacity of these jars is 635 ml each. These are airtight in nature & featured with 100% clarity, extra strong, heavy bottom, freezer safe, no sharp edges, no wobbling, odorless & also dish washer safe. These are ideal for storing snacks, pulses & other food articles.",409.0,409.0,18.52589641434263
296,Stainless Steel Airtight Storage Container - SL-1401,"Kitchen, Garden & Pets",Steel Utensils,Steel Lock,209.0,269.0,Steel Storage Containers,3.7,"Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",209.0,209.0,22.30483271375465
307,Milk Boiler - Aluminium,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,549.0,732.0,Cook And Serve,2.5,This milk pan is ideal for heating milk and making tea. The sleek pan is highly durable and is easy to cook and clean. So go grab this cookware to make your cooking an easy fun job. It helps you keep your food tasty yet healthy.,549.0,549.0,25.0
309,Cube Storage Glass Jar,"Kitchen, Garden & Pets",Storage & Accessories,Treo,249.0,370.0,Containers Sets,4.4,"Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. These square-shaped jars from Treo by Milton allow you to store any item for kitchen use. This transparent jar from Treo by Milton offers you a direct and unobstructed view of what it holds inside. The clarity of the glass makes it look appealing as well. The unique square shape of the compact jar allows you to store it conveniently on any shelf without wasting any space. You can easily pack multiple units on a single shelf to utilise every corner. The threaded lid allows a secure closure that is resistant to leakage. The steel-finish framing around the lid offers a classy look. These jars from Treo by Milton sport a unique lid design that has a see-through top. This functional design allows one to view the content of the jar from above. These airtight, leak-proof jars allow you to store all your kitchen items safely. These jars are ideal for storing spices, nuts, pickles, and more. The glass surface can easily be labelled with a sticker. Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. Treo has the largest assortment of storage products for all needs. We have everything from stylish bottles in various shapes to suit your style to a large variety of fridge containers, jars and canisters. Your kitchen and fridge will never look the same again! The glass is here to promise you to have the best time every day! Serving good food and drinks with finesse is an art befitting a connoisseur. Delight your guests and family with the largest range of dinnerware, jugs, bowl and an extraordinary range of tumblers and mugs. Live the good life everyday with the beautiful assortment of Treo serve-ware. Explore our vast range of cookware sourced from the finest furnaces across the world. From die-cast non-stick aluminium range to bakeware to 100% fire-clay cookware, we have it all and more. Cooking will never be the same again! Live the good life every day where cooking becomes a delight with the beautiful yet functional products from Treo.",249.0,249.0,32.7027027027027
312,Nicer Dicer,"Kitchen, Garden & Pets",Kitchen Accessories,IRICH,475.0,1195.0,Choppers & Graters,2.6,"Irich 12 in 1 Nicer Dicer made with High Grade ABS plastic material. It ideals with all kind of vegetable and fruit. It is a fastest, safest and easiest way to chop or dice fruits, vegetables & more. It is easy and very convenient to use. It is made of high quality stainless steel blade. Ideal for Potato, Onion, Carrots, Cucumber, Pineapple, Apple and many more fruits and vegetables, manual chopper. Salient Features ABS Plastic, Heavy duty & long life, Easy for fitting, Stainless Steel blade, Easy to use and clean",475.0,475.0,60.25104602510461
317,"Microwaveable Plastic Multiutility Bowl - Yellow, New Coral, L2272 YL","Kitchen, Garden & Pets",Storage & Accessories,Princeware,29.0,38.0,Containers Sets,3.6,"It is made of high-quality food grade virgin plastic. These bowls come in beautiful bright colours. Store fruits, dry fruits, snacks, biscuits etc. in these bowls. These coral bowls are microwave safe, easy to clean and maintain.",29.0,29.0,23.684210526315788
325,Bubble Glass,"Kitchen, Garden & Pets",Crockery & Cutlery,Seven seas,789.0,1041.0,Glassware,4.0,"This glass is 20% more resistant and is ideal for drinking water, juice, cold-drinks, whisky etc. Durobor glasses are made in Belgium and are handblown glasses.",789.0,789.0,24.207492795389047
326,Dazzle Livid Lilac Dinner Set - White,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,1229.0,1895.0,Dinner Sets,3.8,"Tableware that is infused with beauty and strength, charming dishes, gaily patterned in colourful new designs serve every purpose. Cello Opalware is produced in the most advanced state-of-the-art manufacturing facility using German Technology. Cello Opalware has beguiling designs delicately poised between fantasy and fiction. Tableware that is infused with beauty and strength, charming dishes, gaily patterned in colourful new designs serve every purpose. Bacteria free-non porous and hygienic for your family.
100 percent vegetarian with bone ash free and made of green material. Thermal resistant, no cracks on heating food in the microwave from refrigerator and stackable.  It's a break, chip and scratch-resistant product made for everyday use. It is fully tempered up to 3X stronger, recyclable, easy to clean.",1229.0,1229.0,35.14511873350924
328,Suzzan Glass Bottle With Blue Cap,"Kitchen, Garden & Pets",Storage & Accessories,Treo,290.0,290.0,Water & Fridge Bottles,3.9,"Glass has almost zero rates of chemical interaction thus ensures strength, aroma and flavour. Exclusive airtight, leak resistant lid safeguards from spoilage and bacteria.It is ideal for storing milk, juice, water, lassi, cold coffee etc. Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. Treo has the largest assortment of storage products for all needs. We have everything from stylish bottles in various shapes to suit your style to a large variety of fridge containers, jars and canisters. Your kitchen and fridge will never look the same again! The glass is here to promise you to have the best time every day! Serving good food and drinks with finesse is an art befitting a connoisseur.",290.0,290.0,0.0
343,Copper Water Fliptop Bottle - Stripes,"Kitchen, Garden & Pets",Steel Utensils,Frestol,549.0,1299.0,Copper Utensils,2.4,"Frestol sipper bottle Sipper is made of pure copper. Drinking water stored in copper bottles is strongly recommended by Science and Ayurveda because water stored in a copper bottle is loaded with anti-oxidants. Just fill this bottle and leave it for a minimum 3 hours, best if kept overnight as the water gets copper properties and its benefits during this time. Copper kills undesirable bacteria and germs and gets water charged with the health-benefiting qualities of copper. It is recommended to drink the water at room temperature, experts say that drinking from a copper water bottle on a regular basis, especially early in the morning, can make a significant difference to health.",549.0,549.0,57.73672055427252
348,Glass Set - Solo Shot Bar,"Kitchen, Garden & Pets",Crockery & Cutlery,Ocean,579.0,888.0,Glassware,4.0,"Ocean Solo Shot Bar Glass - Set of TwelveIf you are planning to throw your birthday party at home then serve your favorite wine or other alcohol in this specially designed Ocean Solo Shot Bar Glass Set. Made of fine quality glass material, these votive style twelve shot bar glasses are freezer and dishwasher-safe. Smart design with a dimension of 3 x 2 x 3 inches lets you enjoy a satisfactory quantity of neat alcohol at a time.",579.0,579.0,34.7972972972973
364,Stainless Steel Induction Base Tope,"Kitchen, Garden & Pets",Steel Utensils,Vinod,399.0,435.0,Bowls & Vessels,4.1,"Vinod Introduce 18/8 Stainless Steel Induction Friendly,Ultra Hygienic Pressure Cooker With Long Durable Food Gradable Silicon Gasket.",399.0,399.0,8.275862068965518
